t,x,y,theta0,phi1,theta1,phi2,theta2,phi3,theta3,phi4,theta4,phi5,theta5,phi6,theta6,phi7,theta7,phi8,theta8,phi9,theta9,phi10,theta10,x1,Y1,x2,y2,x3,y3,Trix[1],Triy[1],Trix[2],Triy[2],Trix[3],Triy[3],varphi1,varphi2,varphi3,z21,z22,z31,z32,z41,z42,z51,z52,z61,z62,z71,z72,z81,z82,z91,z92,al21,al22,al31,al32,al33,al41,al42,al43,al44,al51,al52,al53,al54,al55,al61,al62,al63,al66,al71,al72,al73,al76,al77,al81,al82,al83,al88,al91,al92,al93,al99,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,v1,v2,v3,PSx,PSy,d,d0d,Q,nh1,nh2,nh3,nh4,nh5,nh6,nh7,nh8,nh9,nh10,thetap1d,thetap2d,dthetap2d,thetap3d,dthetap3d,thetap4d,thetap5d,dthetap5d,thetap6d,dthetap6d,thetap7d,thetap8d,dthetap8d,thetap9d,dthetap9d,thetap10d,delta1d,delta2d,delta3d,thetap0,thetap1,thetap2,thetap3,thetap4,thetap5,thetap6,thetap7,thetap8,thetap9,thetap10,thetaT,K81,K82,K83,K84,K91,K92,K93,K94
21.36,-4.36743,-0.989634,0.206787,-0.0269923,0.0905889,0.602511,-0.740316,-0.457991,0.746998,0.245354,3.18667,-1.66263,1.96191,-3.44149,3.52721,0.538713,-0.395241,116.88,2.83344,-4.14638,4.40427,-0.444347,0.477142,-3.30315,-0.889966,-5.7973,0.52924,-5.52737,-2.69454,-2.77399,-0.84489,-5.2895,0.317953,-5.0388,-2.44196,0.24393,0.480965,-0.219248,0.164084,-0.0316911,-0.21009,0.0459718,-0.491708,-0.784933,1.62887,0.695686,-0.0381338,3.14206,0.249233,1.91729,-1.4191,3.48809,-0.313735,-0.438908,-0.031293,1.02784,-0.236528,-1.28499,1.26014,-0.820705,7.57593,-15.0001,7.46962,5.86141,-0.400931,0.945104,-3.78055,2.03945,1.94621,-0.0156283,0.0300771,-1.17473,20.2599,-111.891,42.8237,0,91.1251,-15.1917,38.6208,-13.7088,5.02794,-3.55814,6.90601,-2.42185,-2.06948,0.20286,-0.0157287,-0.0407135,-0.0664377,-3.11311,-3.06526,-0.00325583,4.56084,-0.204953,4.74303,12.8932,-3.9887,0.121882,0.286208,0.131506,-4.36875,-0.95797,-0.0316911,0,8621,0,0,-2.08167e-17,6.93889e-18,-2.77556e-17,0,-1.38778e-17,1.73472e-16,1.34224e-16,1.17961e-16,0,-0.866811,0.219314,0.784927,0.00716441,3.14159,1.91729,-0.283823,3.48808,-0.062747,-0.392699,2.78883,-0.00409192,4.35955,-0.0225878,0.523599,0,0,0,0.162485,0.0459718,-0.784933,0.695686,3.14206,1.91729,3.48809,-0.438908,2.78883,4.35962,0.432564,0.0446171,-3.22485,1.29055,1.95271e-05,0.972041,-0.143891,0.199454,-0.140815,0.0509638
21.38,-4.36564,-0.989451,0.206462,-0.0277969,0.0906841,0.601197,-0.740317,-0.459539,0.747014,0.241029,3.18667,-1.66271,1.96194,-3.44152,3.52724,0.538709,-0.39521,116.947,2.83333,-4.25803,4.39848,-0.407712,0.476783,-3.30138,-0.889625,-5.79564,0.529317,-5.52546,-2.69439,-2.77222,-0.844555,-5.28784,0.318048,-5.03687,-2.44185,0.242394,0.480929,-0.336331,0.163709,-0.031588,-0.21061,0.0460166,-0.493291,-0.784984,1.63067,0.695644,-0.0341415,3.14201,0.248203,1.91727,-1.41927,3.48807,-0.313934,-0.438926,-0.031307,1.02772,-0.237144,-1.28488,1.26018,-0.825378,7.56555,-14.9819,7.46366,5.87501,-0.404552,0.952688,-3.78906,2.03735,1.94032,-0.00814756,0.015681,-1.17264,20.1642,-111.819,42.8122,0,91.095,-15.1558,38.5948,-13.7047,5.02926,-3.55311,6.90401,-2.42203,-2.07009,0.202848,-0.0162727,-0.040228,-0.0656668,-3.12419,-3.04481,-0.00378989,4.5606,-0.206282,3.36298,7.305,-2.02827,0.121705,0.286314,0.221652,-4.36705,-0.957894,-0.031588,0,8629,-3.46945e-18,-3.46945e-18,-1.38778e-17,3.46945e-17,1.38778e-17,8.32667e-17,9.71445e-17,-6.80012e-16,1.29063e-15,1.30104e-15,0,-0.866947,0.220327,0.784982,0.00658795,3.14159,1.91727,-0.283854,3.48806,-0.0627867,-0.392699,2.78867,-0.328052,4.35942,-0.0363278,0.523599,0,0,0,0.16212,0.0460166,-0.784984,0.695644,3.14201,1.91727,3.48807,-0.438926,2.78867,4.35946,0.432433,0.0446675,-3.65933,2.40899,2.03231e-05,0.437553,-0.159618,0.370576,-0.263486,-0.0622563
21.4,-4.36387,-0.989284,0.206132,-0.0285855,0.0907774,0.599886,-0.74032,-0.461081,0.747025,0.240458,3.18667,-1.66279,1.96197,-3.44157,3.52727,0.538685,-0.395181,117,2.83342,-4.28746,4.39379,-0.393025,0.476639,-3.29962,-0.889306,-5.794,0.529383,-5.52353,-2.69433,-2.77046,-0.84424,-5.28619,0.318129,-5.03496,-2.44174,0.240868,0.480879,-0.370312,0.163322,-0.0315008,-0.211107,0.0460594,-0.494981,-0.785038,1.63233,0.695597,-0.0357751,3.14196,0.248039,1.91725,-1.41968,3.48804,-0.314131,-0.438947,-0.0313207,1.02759,-0.237731,-1.28477,1.26022,-0.831251,7.55527,-14.9639,7.45769,5.88885,-0.408594,0.961086,-3.79805,2.03529,1.9465,-0.011109,0.0213816,-1.17408,20.1417,-111.735,42.7966,0,91.0611,-15.1529,38.5643,-13.699,5.03146,-3.55349,6.89996,-2.4215,-2.071,0.202835,-0.0164652,-0.0394328,-0.0655799,-3.13233,-3.07336,-0.00429505,4.55966,-0.207503,2.63674,5.83763,-1.29395,0.121516,0.286441,0.292249,-4.36536,-0.957819,-0.0315008,0,8637,-1.73472e-18,-3.46945e-18,1.38778e-17,-2.08167e-17,-1.38778e-17,5.55112e-17,2.77556e-17,-7.00828e-16,-6.45317e-16,-6.59195e-16,0,-0.867085,0.219806,0.785035,0.00682563,3.14159,1.91725,-0.283937,3.48804,-0.0628261,-0.392699,2.7887,-0.58679,4.35946,-0.0476317,0.523599,0,0,0,0.161744,0.0460594,-0.785038,0.695597,3.14196,1.91725,3.48804,-0.438947,2.7887,4.3595,0.432467,0.0447179,-4.07216,3.30341,2.78602e-05,0.179786,-0.177756,0.508166,-0.361204,-0.210542
21.42,-4.3621,-0.98913,0.205805,-0.0293541,0.0908754,0.598619,-0.74032,-0.462633,0.747035,0.236101,3.18668,-1.66288,1.96199,-3.44161,3.52729,0.538677,-0.395154,117.044,2.8336,-4.29944,4.38979,-0.385639,0.476666,-3.29786,-0.888993,-5.79236,0.529432,-5.52156,-2.69436,-2.7687,-0.843929,-5.28454,0.318193,-5.03305,-2.44165,0.239319,0.480842,-0.386315,0.162925,-0.0314257,-0.211576,0.0461007,-0.49698,-0.785095,1.63393,0.695544,-0.0317682,3.1419,0.247891,1.91722,-1.41999,3.48801,-0.314364,-0.438976,-0.0313369,1.02746,-0.238281,-1.28465,1.26026,-0.839956,7.54498,-14.9459,7.45149,5.90341,-0.412868,0.969937,-3.80722,2.03304,1.94026,-0.00364865,0.00702299,-1.17196,20.1175,-111.642,42.7787,0,91.0142,-15.1485,38.5293,-13.6922,5.03348,-3.55366,6.89633,-2.42118,-2.07189,0.202822,-0.0163812,-0.0384264,-0.0633246,-3.13928,-3.04896,-0.00454654,4.55919,-0.209018,2.22722,5.24785,-0.823005,0.121333,0.286559,0.353681,-4.36346,-0.957733,-0.0314257,0,8646,6.93889e-18,3.46945e-18,2.08167e-17,-3.46945e-17,2.77556e-17,1.38778e-17,-6.93889e-18,1.01308e-15,9.15934e-16,9.99201e-16,0,-0.867238,0.22077,0.785094,0.00624575,3.14159,1.91722,-0.283999,3.48801,-0.0628729,-0.392699,2.78882,-0.811758,4.35961,-0.0566319,0.523599,0,0,0,0.161358,0.0461007,-0.785095,0.695544,3.1419,1.91722,3.48801,-0.438976,2.78882,4.35962,0.43262,0.0447747,-4.47799,4.08269,8.86479e-06,0.0803635,-0.192398,0.625731,-0.44683,-0.382187
21.44,-4.36032,-0.98898,0.20548,-0.0301076,0.0909808,0.597359,-0.740321,-0.46422,0.747042,0.235552,3.18667,-1.66298,1.96202,-3.44165,3.52732,0.538655,-0.395127,117.084,2.83382,-4.3049,4.38614,-0.37871,0.4767,-3.2961,-0.888675,-5.79072,0.529471,-5.51957,-2.69438,-2.76693,-0.843612,-5.2829,0.318245,-5.03112,-2.44157,0.237743,0.480797,-0.39546,0.162536,-0.0313561,-0.212009,0.0461556,-0.499045,-0.785146,1.6353,0.695494,-0.0335005,3.14185,0.248176,1.9172,-1.4204,3.48799,-0.314566,-0.438999,-0.0313507,1.02733,-0.238791,-1.28453,1.2603,-0.849685,7.53502,-14.9287,7.44544,5.91797,-0.417592,0.979706,-3.81689,2.03092,1.94623,-0.00678784,0.0130659,-1.17339,20.129,-111.544,42.7601,0,90.9638,-15.1598,38.4927,-13.6852,5.03583,-3.55628,6.89126,-2.42041,-2.07285,0.202809,-0.0162224,-0.037677,-0.0630296,-3.14558,-3.07645,-0.00471975,4.55837,-0.210097,1.99426,4.98553,-0.476575,0.12114,0.286683,0.410981,-4.36176,-0.957657,-0.0313561,0,8654,1.73472e-18,1.04083e-17,2.77556e-17,0,1.38778e-17,1.38778e-17,2.08167e-17,3.88578e-16,3.33067e-16,3.67761e-16,0,-0.867374,0.220163,0.785145,0.00649838,3.14159,1.9172,-0.284079,3.48799,-0.0629132,-0.392699,2.78899,-1.02052,4.35978,-0.0657093,0.523599,0,0,0,0.160979,0.0461556,-0.785146,0.695494,3.14185,1.9172,3.48799,-0.438999,2.78899,4.35979,0.432788,0.0448252,-4.8935,4.80736,1.04299e-05,0.0903139,-0.210658,0.736796,-0.525721,-0.576393
21.46,-4.35853,-0.988833,0.20516,-0.0308463,0.0910926,0.596137,-0.740315,-0.465835,0.747052,0.231195,3.18668,-1.66308,1.96205,-3.4417,3.52735,0.538648,-0.3951,117.122,2.83402,-4.30701,4.3826,-0.373003,0.476716,-3.29432,-0.888348,-5.78909,0.529502,-5.51757,-2.6944,-2.76516,-0.843286,-5.28126,0.31829,-5.02916,-2.4415,0.236128,0.480745,-0.401127,0.162145,-0.0312891,-0.212423,0.0462107,-0.501319,-0.785197,1.63658,0.695441,-0.0295819,3.14179,0.248989,1.91717,-1.42097,3.48797,-0.314845,-0.439028,-0.0313671,1.0272,-0.239274,-1.28442,1.26034,-0.861347,7.52509,-14.9115,7.43925,5.93304,-0.42259,0.990012,-3.82683,2.02872,1.93982,0.000458834,-0.000883253,-1.17135,20.1857,-111.443,42.7406,0,90.9134,-15.1914,38.4553,-13.6779,5.03869,-3.56253,6.88711,-2.41999,-2.07408,0.202796,-0.0160007,-0.0369354,-0.0611131,-3.15146,-3.05147,-0.00496638,4.55722,-0.211575,1.87736,4.89046,-0.180411,0.120957,0.286818,0.467404,-4.35986,-0.957572,-0.0312891,0,8663,-1.73472e-18,6.93889e-18,1.38778e-17,6.93889e-18,4.16334e-17,9.71445e-17,1.04083e-16,0,-2.77556e-17,2.08167e-17,0,-0.867521,0.221042,0.785201,0.00592999,3.14159,1.91717,-0.284195,3.48796,-0.062969,-0.392699,2.78914,-1.22463,4.35992,-0.0744761,0.523599,0,0,0,0.160598,0.0462107,-0.785197,0.695441,3.14179,1.91717,3.48797,-0.439028,2.78914,4.35994,0.432926,0.044882,-5.33546,5.5166,2.27805e-05,0.196139,-0.22964,0.845126,-0.602926,-0.799131
21.48,-4.35673,-0.988683,0.204843,-0.0315763,0.0912084,0.594914,-0.740312,-0.467451,0.747054,0.230655,3.18668,-1.66318,1.96208,-3.44175,3.52738,0.538628,-0.395072,117.159,2.83425,-4.30704,4.379,-0.367494,0.476758,-3.29255,-0.888017,-5.78745,0.52953,-5.51555,-2.69444,-2.76338,-0.842952,-5.27962,0.318332,-5.0272,-2.44143,0.234516,0.480702,-0.404797,0.161764,-0.0312204,-0.212816,0.0462759,-0.503577,-0.785245,1.63774,0.695388,-0.0313729,3.14174,0.249303,1.91715,-1.42129,3.48795,-0.31504,-0.43905,-0.031381,1.02708,-0.239734,-1.2843,1.26038,-0.873166,7.51545,-14.8948,7.43326,5.94794,-0.427766,1.00069,-3.83696,2.02664,1.94561,-0.0027817,0.00535498,-1.17278,20.1965,-111.338,42.7204,0,90.8511,-15.2019,38.4159,-13.6703,5.04086,-3.56489,6.88165,-2.41915,-2.07497,0.202784,-0.0158541,-0.036499,-0.0611435,-3.157,-3.07848,-0.00501264,4.55653,-0.212578,1.8467,4.90022,0.0950141,0.120765,0.286932,0.525962,-4.35817,-0.957496,-0.0312204,0,8671,3.46945e-18,3.46945e-18,0,0,-1.38778e-17,-1.38778e-17,-1.38778e-17,-4.16334e-17,-2.77556e-17,-2.77556e-17,0,-0.867654,0.220376,0.785249,0.00619172,3.14159,1.91715,-0.28426,3.48794,-0.0630079,-0.392699,2.78932,-1.43462,4.3601,-0.0836661,0.523599,0,0,0,0.160228,0.0462759,-0.785245,0.695388,3.14174,1.91715,3.48795,-0.43905,2.78932,4.36011,0.433105,0.0449325,-5.82708,6.24763,2.57775e-05,0.404227,-0.251311,0.957117,-0.682247,-1.06217
21.5,-4.35493,-0.988525,0.204526,-0.0322994,0.0913251,0.593724,-0.74031,-0.469056,0.747052,0.226388,3.18669,-1.66328,1.96212,-3.4418,3.52741,0.538619,-0.395043,117.197,2.83447,-4.30537,4.37515,-0.36167,0.476752,-3.29076,-0.887678,-5.78581,0.529567,-5.51353,-2.69446,-2.7616,-0.842608,-5.27797,0.318383,-5.02523,-2.44135,0.232897,0.480648,-0.406971,0.161379,-0.0311431,-0.213203,0.0463358,-0.505966,-0.785299,1.63889,0.695324,-0.0275823,3.14169,0.249986,1.91713,-1.42176,3.48792,-0.315306,-0.439076,-0.0313976,1.02695,-0.240186,-1.28419,1.26042,-0.886096,7.5058,-14.8782,7.42718,5.96318,-0.432981,1.01144,-3.8471,2.02447,1.93931,0.00418224,-0.00805145,-1.17084,20.2395,-111.232,42.6996,0,90.7911,-15.227,38.3765,-13.6625,5.04342,-3.56995,6.87726,-2.41866,-2.07608,0.202771,-0.0158614,-0.0361556,-0.0594794,-3.16177,-3.05311,-0.00531254,4.55542,-0.214131,1.89134,4.99475,0.366333,0.120585,0.287057,0.589661,-4.35627,-0.95741,-0.0311431,0,8680,-1.73472e-18,-6.93889e-18,-1.38778e-17,2.08167e-17,-1.38778e-17,2.77556e-17,1.38778e-17,-9.85323e-16,-9.4369e-16,-9.99201e-16,0,-0.867803,0.221196,0.785301,0.00564073,3.14159,1.91713,-0.284355,3.48791,-0.0630612,-0.392699,2.78948,-1.66076,4.36024,-0.0938735,0.523599,0,0,0,0.159854,0.0463358,-0.785299,0.695324,3.14169,1.91713,3.48792,-0.439076,2.78948,4.36027,0.433251,0.0449893,-6.39832,7.03541,5.03127e-05,0.736933,-0.277397,1.07855,-0.767416,-1.38386
21.52,-4.35312,-0.988356,0.204204,-0.0330229,0.0914423,0.59252,-0.740303,-0.4707,0.747051,0.225848,3.18669,-1.66339,1.96215,-3.44185,3.52744,0.538594,-0.395012,117.237,2.83467,-4.30195,4.37081,-0.355887,0.476724,-3.28896,-0.887329,-5.78416,0.529612,-5.5115,-2.69446,-2.75981,-0.842253,-5.27631,0.318443,-5.02325,-2.44126,0.231249,0.4806,-0.40786,0.161001,-0.0310562,-0.213578,0.0464024,-0.508188,-0.785343,1.63987,0.695268,-0.0294164,3.14165,0.250194,1.91711,-1.422,3.4879,-0.315492,-0.439096,-0.0314117,1.02683,-0.240624,-1.28407,1.26046,-0.897892,7.49642,-14.8621,7.42139,5.978,-0.438508,1.02281,-3.85765,2.02258,1.94504,0.000870547,-0.001676,-1.17231,20.2389,-111.121,42.6772,0,90.7193,-15.232,38.3345,-13.654,5.04537,-3.57133,6.87143,-2.41771,-2.07689,0.202759,-0.0160819,-0.0361751,-0.060185,-3.16717,-3.0801,-0.00556108,4.55455,-0.215354,2.01526,5.17583,0.655479,0.120399,0.287164,0.662567,-4.35458,-0.957334,-0.0310562,0,8688,-3.46945e-18,3.46945e-18,3.46945e-17,-2.08167e-17,5.55112e-17,1.11022e-16,1.11022e-16,1.01308e-15,9.71445e-16,1.08247e-15,0,-0.867933,0.220484,0.785345,0.00590928,3.14159,1.91711,-0.284403,3.48789,-0.0630984,-0.392699,2.78963,-1.91616,4.36039,-0.105116,0.523599,0,0,0,0.159486,0.0464024,-0.785343,0.695268,3.14165,1.91711,3.4879,-0.439096,2.78963,4.36043,0.433402,0.0450399,-7.09554,7.9254,5.66354e-05,1.25401,-0.308171,1.21499,-0.863855,-1.7952
21.54,-4.35131,-0.988182,0.203877,-0.0337464,0.0915601,0.591337,-0.740295,-0.472342,0.747048,0.221604,3.18671,-1.66351,1.96218,-3.4419,3.52747,0.538584,-0.394981,117.281,2.83489,-4.29648,4.3657,-0.348675,0.476647,-3.28716,-0.886974,-5.7825,0.52966,-5.50946,-2.69447,-2.75801,-0.841891,-5.27465,0.318508,-5.02126,-2.44116,0.229589,0.480554,-0.407423,0.160612,-0.0309642,-0.21395,0.0464633,-0.510538,-0.785392,1.64089,0.695204,-0.0257107,3.1416,0.25034,1.91708,-1.42218,3.48788,-0.315722,-0.439121,-0.0314282,1.0267,-0.241057,-1.28396,1.26051,-0.910733,7.48694,-14.8458,7.41546,5.99326,-0.444041,1.03418,-3.8682,2.02056,1.93887,0.0076331,-0.014696,-1.17051,20.2316,-111.004,42.6535,0,90.6414,-15.2339,38.2904,-13.6448,5.0472,-3.57229,6.86643,-2.41707,-2.0777,0.202746,-0.0163568,-0.0361724,-0.0591929,-3.17215,-3.05534,-0.00585624,4.55385,-0.217,2.23065,5.4603,0.977742,0.120223,0.287267,0.750995,-4.35268,-0.957249,-0.0309642,0,8697,3.46945e-18,-3.46945e-18,1.38778e-17,-6.93889e-18,-1.38778e-17,-6.93889e-17,-8.32667e-17,-1.04083e-15,-9.71445e-16,-1.04083e-15,0,-0.868077,0.221256,0.785395,0.00536956,3.14159,1.91708,-0.284438,3.48787,-0.0631444,-0.392699,2.78979,-2.22067,4.36055,-0.119295,0.523599,0,0,0,0.159107,0.0464633,-0.785392,0.695204,3.1416,1.91708,3.48788,-0.439121,2.78979,4.36059,0.433559,0.0450968,-7.99909,8.98757,7.80798e-05,2.05611,-0.350378,1.37976,-0.978248,-2.35191
21.56,-4.34948,-0.988,0.203542,-0.0344725,0.0916769,0.59014,-0.740286,-0.473977,0.747044,0.221072,3.18672,-1.66364,1.96221,-3.44195,3.5275,0.53855,-0.39495,117.333,2.83508,-4.28793,4.35929,-0.340866,0.476481,-3.28535,-0.886615,-5.78083,0.529718,-5.50742,-2.69446,-2.7562,-0.841522,-5.27297,0.318583,-5.01927,-2.44106,0.227945,0.4805,-0.405114,0.160218,-0.0308644,-0.214316,0.0465232,-0.512762,-0.78544,1.64183,0.695138,-0.0275643,3.14155,0.250682,1.91705,-1.4224,3.48785,-0.315916,-0.439146,-0.0314447,1.02657,-0.241482,-1.28384,1.26055,-0.922693,7.47761,-14.8298,7.40973,6.00822,-0.449683,1.04577,-3.8789,2.01872,1.94461,0.0042991,-0.00827744,-1.17199,20.24,-110.881,42.6275,0,90.5593,-15.2427,38.2438,-13.6349,5.04923,-3.57426,6.85989,-2.41588,-2.07853,0.202733,-0.0167621,-0.0363057,-0.0598209,-3.17654,-3.08193,-0.00630467,4.55279,-0.218667,2.57163,5.89725,1.36821,0.120039,0.287374,0.865527,-4.35078,-0.957163,-0.0308644,0,8706,3.46945e-18,-6.93889e-18,0,0,1.38778e-17,-5.55112e-17,-9.02056e-17,-3.19189e-16,-3.88578e-16,-3.19189e-16,0,-0.86822,0.220522,0.785443,0.0056416,3.14159,1.91705,-0.284483,3.48784,-0.0631833,-0.392699,2.78992,-2.6049,4.36068,-0.136331,0.523599,0,0,0,0.158723,0.0465232,-0.78544,0.695138,3.14155,1.91705,3.48785,-0.439146,2.78992,4.36072,0.433688,0.0451537,-9.25175,10.3272,8.96565e-05,3.37287,-0.405903,1.58542,-1.12329,-3.15779
21.58,-4.34765,-0.987811,0.203196,-0.035206,0.0917927,0.588945,-0.740275,-0.475674,0.747038,0.216885,3.18673,-1.66377,1.96224,-3.44201,3.52753,0.538539,-0.394918,117.395,2.83528,-4.27455,4.35073,-0.329824,0.476174,-3.28353,-0.886251,-5.77916,0.529785,-5.50537,-2.69444,-2.75438,-0.841149,-5.27129,0.318665,-5.01727,-2.44095,0.226223,0.480439,-0.399992,0.159821,-0.030758,-0.214674,0.0465883,-0.515065,-0.785479,1.64277,0.695077,-0.0240026,3.14151,0.251087,1.91704,-1.42261,3.48783,-0.316159,-0.439164,-0.0314585,1.02644,-0.241899,-1.28372,1.2606,-0.93535,7.46819,-14.8137,7.40392,6.02357,-0.455464,1.05765,-3.88982,2.01683,1.93874,0.0107505,-0.0206997,-1.17035,20.2514,-110.748,42.5984,0,90.4688,-15.2529,38.1935,-13.6237,5.05129,-3.57659,6.85388,-2.41491,-2.07944,0.20272,-0.0172913,-0.0366748,-0.0597538,-3.18278,-3.05872,-0.00681897,4.55132,-0.220409,3.08894,6.57614,1.87239,0.119865,0.287482,1.02806,-4.34909,-0.957086,-0.030758,0,8714,1.73472e-18,6.93889e-18,-1.38778e-17,3.46945e-17,-2.77556e-17,-1.38778e-17,-4.85723e-17,-4.71845e-16,-3.33067e-16,-4.57967e-16,0,-0.868345,0.221242,0.785483,0.00512181,3.14159,1.91704,-0.284524,3.48783,-0.0632318,-0.392699,2.79007,-3.12824,4.36083,-0.160815,0.523599,0,0,0,0.158338,0.0465883,-0.785479,0.695077,3.14151,1.91704,3.48783,-0.439164,2.79007,4.36087,0.433835,0.0452043,-11.1595,12.1526,0.000115365,5.68943,-0.494482,1.86897,-1.31988,-4.43962
21.6,-4.34581,-0.987615,0.202839,-0.0359452,0.0919071,0.587732,-0.740263,-0.477362,0.74703,0.216348,3.18674,-1.66392,1.96227,-3.44207,3.52756,0.5385,-0.394886,117.472,2.83547,-4.25198,4.33824,-0.315186,0.475639,-3.2817,-0.885886,-5.77748,0.529858,-5.50331,-2.69442,-2.75256,-0.840771,-5.2696,0.318755,-5.01526,-2.44083,0.224518,0.480381,-0.389379,0.159407,-0.030646,-0.215031,0.0466458,-0.517301,-0.785524,1.64363,0.695008,-0.0259279,3.14146,0.251314,1.91701,-1.42269,3.48781,-0.316344,-0.439188,-0.0314746,1.02631,-0.242314,-1.28359,1.26064,-0.947517,7.45879,-14.7976,7.39819,6.0389,-0.461465,1.06994,-3.90105,2.01507,1.9446,0.00729642,-0.0140497,-1.1719,20.2449,-110.605,42.5659,0,90.3661,-15.2547,38.1386,-13.6111,5.05312,-3.57725,6.84602,-2.41331,-2.08019,0.202707,-0.0178591,-0.0369626,-0.0606665,-3.18708,-3.0856,-0.00735015,4.55006,-0.22234,3.88733,7.71457,2.60427,0.119681,0.287584,1.29183,-4.34719,-0.957001,-0.030646,0,8723,1.73472e-18,2.42861e-17,3.46945e-17,-6.93889e-18,-1.38778e-17,-8.32667e-17,-9.02056e-17,4.16334e-15,3.77476e-15,4.19109e-15,0,-0.868485,0.220463,0.785528,0.0054048,3.14159,1.91701,-0.284542,3.4878,-0.0632688,-0.392699,2.79021,-3.91352,4.36097,-0.195926,0.523599,0,0,0,0.157935,0.0466458,-0.785524,0.695008,3.14146,1.91701,3.48781,-0.439188,2.79021,4.36101,0.433975,0.0452613,-14.4589,14.8915,0.000141263,10.3388,-0.641761,2.29019,-1.61618,-6.76428
21.62,-4.34396,-0.987415,0.202469,-0.0366911,0.0920201,0.586526,-0.74025,-0.479086,0.74702,0.212148,3.18676,-1.66408,1.96231,-3.44213,3.5276,0.53848,-0.394853,117.575,2.83566,-4.20925,4.31745,-0.288978,0.474466,-3.27986,-0.885519,-5.77578,0.529937,-5.50125,-2.69438,-2.75073,-0.84039,-5.2679,0.318851,-5.01325,-2.44071,0.222764,0.480319,-0.366267,0.158982,-0.0305294,-0.215384,0.0467018,-0.519639,-0.785568,1.64451,0.694937,-0.0224067,3.14142,0.251607,1.91699,-1.42275,3.48779,-0.316581,-0.439212,-0.0314906,1.02617,-0.242722,-1.28347,1.26069,-0.960538,7.44925,-14.7814,7.39233,6.0547,-0.467603,1.0825,-3.91248,2.01323,1.93884,0.0136335,-0.0262535,-1.17035,20.2415,-110.45,42.5297,0,90.2534,-15.2578,38.0793,-13.597,5.05497,-3.57826,6.83863,-2.41189,-2.08101,0.202693,-0.0184744,-0.0372928,-0.0602939,-3.19171,-3.06146,-0.00793533,4.54859,-0.224551,5.12992,9.86061,3.82444,0.119507,0.287685,1.84191,-4.34529,-0.956914,-0.0305294,0,8732,5.20417e-18,1.38778e-17,6.93889e-18,-6.93889e-18,0,0,1.38778e-17,-4.71845e-16,-6.66134e-16,-5.55112e-16,0,-0.868625,0.221145,0.785571,0.00489021,3.14159,1.91699,-0.284553,3.48778,-0.0633163,-0.392699,2.79035,-5.2831,4.3611,-0.260958,0.523599,0,0,0,0.157521,0.0467018,-0.785568,0.694937,3.14142,1.91699,3.48779,-0.439212,2.79035,4.36114,0.434104,0.0453183,-21.4677,19.6677,0.000201521,21.7001,-0.968991,3.03486,-2.13008,-11.9615
21.64,-4.3421,-0.987209,0.202087,-0.0374441,0.0921314,0.585298,-0.740235,-0.480824,0.747009,0.211607,3.18677,-1.66425,1.96234,-3.4422,3.52763,0.538436,-0.39482,117.718,2.83584,-4.10437,4.27411,-0.234566,0.47162,-3.27801,-0.885151,-5.77408,0.530022,-5.49919,-2.69434,-2.74889,-0.840008,-5.26619,0.318954,-5.01123,-2.44057,0.221004,0.480253,-0.301876,0.158544,-0.0304083,-0.215731,0.046756,-0.521879,-0.78561,1.6453,0.694865,-0.0244022,3.14138,0.2519,1.91697,-1.42275,3.48776,-0.316768,-0.439235,-0.0315064,1.02603,-0.243124,-1.28333,1.26073,-0.972883,7.43977,-14.7653,7.3866,6.07038,-0.473955,1.09549,-3.92423,2.01156,1.94482,0.0100644,-0.0193816,-1.17197,20.2352,-110.283,42.4897,0,90.129,-15.2594,38.0149,-13.5813,5.05679,-3.57877,6.82926,-2.4098,-2.08176,0.202678,-0.0191251,-0.0376496,-0.0613835,-3.19576,-3.08851,-0.0085452,4.54698,-0.226717,7.15585,15.1132,6.54504,0.119324,0.287785,4.29978,-4.3434,-0.956828,-0.0304083,0,8741,0,0,-3.46945e-17,6.93889e-18,4.16334e-17,2.77556e-17,4.85723e-17,-4.16334e-16,-1.11022e-16,-1.11022e-16,0,-0.868762,0.220322,0.785613,0.00518389,3.14159,1.91697,-0.284552,3.48776,-0.0633536,-0.392699,2.79046,-8.41302,4.36121,-0.402805,0.523599,0,0,0,0.157094,0.046756,-0.78561,0.694865,3.14138,1.91697,3.48776,-0.439235,2.79046,4.36126,0.43422,0.0453753,-43.4735,30.5802,0.000313135,63.6089,-1.96512,4.71874,-3.30983,-29.3275
